iter	MultiClass
428	0.0107007651
429	0.01067598799
430	0.01064799139
431	0.01061872139
432	0.01057370968
433	0.0105396603
434	0.01051848571
435	0.01049669082
436	0.01046873797
437	0.01043206082
438	0.01040764571
439	0.01038217752
440	0.01035898289
441	0.01032795431
442	0.01030334468
443	0.01027348014
444	0.010251464
445	0.01022857925
446	0.01020855893
447	0.01018717516
448	0.0101595441
449	0.01013615483
450	0.01010565333
451	0.01008033494
452	0.01005619078
453	0.01002661396
454	0.01000006362
455	0.00997916461
456	0.009951085073
457	0.009931017215
458	0.009889629903
459	0.009866515398
460	0.009836374952
461	0.009813977367
462	0.009790536732
463	0.009766019745
464	0.009746292862
465	0.009725055822
466	0.009704328626
467	0.009679451171
468	0.009659460138
469	0.0096366005
470	0.009618885071
471	0.009594877227
472	0.009569552478
473	0.009546611638
474	0.009520806659
475	0.009502857111
476	0.009484818753
477	0.009448956238
478	0.009413133109
479	0.009387251681
480	0.009364829103
481	0.009340265411
482	0.009317169304
483	0.009293375837
484	0.009274157275
485	0.009250854823
486	0.009234858817
487	0.009217606579
488	0.009202617004
489	0.00917574761
490	0.009153512367
491	0.009140490429
492	0.009123766787
493	0.009105323375
494	0.009081859225
495	0.009057103559
496	0.00903406895
497	0.00900956635
498	0.008988727672
499	0.00896593073
500	0.008947662818
501	0.008924097443
502	0.008889456312
503	0.008872355729
504	0.00885066135
505	0.008833488917
506	0.008813736754
507	0.008791867262
508	0.008774908606
509	0.008760394701
510	0.008739392568
511	0.008708993557
512	0.008690065904
513	0.008669987646
514	0.008649177049
515	0.008629962916
516	0.008611379688
517	0.008592390734
518	0.008577741791
519	0.008558240988
520	0.008540601722
521	0.008519419421
522	0.008503297099
523	0.008489958021
524	0.008463685071
525	0.008442397335
526	0.008427909561
527	0.008409129934
528	0.008391246815
529	0.008372684832
530	0.008350986665
531	0.00833121912
532	0.008310290736
533	0.008294131959
534	0.008278937701
535	0.008266733212
536	0.008243704771
537	0.008233467916
538	0.008221171798
539	0.008201559054
540	0.008184621308
541	0.008171425561
542	0.008156722162
543	0.008140920697
544	0.00812408243
545	0.008103534696
546	0.008090918529
547	0.008076743613
548	0.008064587086
549	0.008049221854
550	0.008030372919
551	0.008014292471
552	0.007991552992
553	0.007980217755
554	0.007960941309
555	0.007936691636
556	0.007920110229
557	0.007902086057
558	0.007880399126
559	0.007866844104
560	0.007847672867
561	0.007833155877
562	0.007814032422
563	0.00780195448
564	0.007781854952
565	0.007767720253
566	0.007752558729
567	0.007739229106
568	0.007726072351
569	0.007714789268
570	0.00769735427
571	0.007677838287
572	0.007661132944
573	0.007649862874
574	0.007633950959
575	0.007619089468
576	0.007603750805
577	0.007582229344
578	0.007571367845
579	0.007556653834
580	0.007542549172
581	0.007524291863
582	0.007510552042
583	0.007499117106
584	0.007483172632
585	0.007464511901
586	0.007449303438
587	0.007428487162
588	0.007416470583
589	0.007401272764
590	0.007387532767
591	0.007369633902
592	0.007353911682
593	0.007333760731
594	0.007320675827
595	0.007306126132
596	0.007293524576
597	0.007277890559
598	0.007268497808
599	0.007255435488
600	0.007235486691
601	0.007222155964
602	0.007206865063
603	0.007189709971
604	0.007175045201
605	0.007154862142
606	0.007142015933
607	0.007131706088
608	0.007118648897
609	0.007101760278
610	0.007081704664
611	0.007069503807
612	0.007056214289
613	0.007041706001
614	0.007031430935
615	0.007019374463
616	0.00700368462
617	0.00699344084
618	0.006981159756
619	0.006965752601
620	0.006954084077
621	0.006937212759
622	0.006925086892
623	0.006910793635
624	0.006892701483
625	0.006883220784
626	0.00686858358
627	0.006857507153
628	0.006847355985
629	0.006836350033
630	0.006825942394
631	0.006809543066
632	0.006798370317
633	0.006789830748
634	0.006777077763
635	0.006768052481
636	0.006760411346
637	0.006745144253
638	0.006735965522
639	0.006727851008
640	0.006714387899
641	0.006700384008
642	0.006685607216
643	0.006669206445
644	0.006651008874
645	0.006642467681
646	0.006632473258
647	0.006621963192
648	0.006611254586
649	0.006602047865
650	0.006589218603
651	0.006576910877
652	0.006566474068
653	0.00654611582
654	0.006533960741
655	0.006518168145
656	0.006507648597
657	0.006496730883
658	0.006482263205
659	0.006471564622
660	0.006460511228
661	0.006451523989
662	0.006441159736
663	0.006434936877
664	0.006424425589
665	0.006414870024
666	0.006403595652
667	0.006392188233
668	0.006382735811
669	0.006371509342
670	0.006358936508
671	0.006347130462
672	0.006336940832
673	0.006329993882
674	0.006315320789
675	0.006306699854
676	0.00629926444
677	0.006286546498
678	0.00627493085
679	0.006266495211
680	0.006256859931
681	0.006249488717
682	0.006233942673
683	0.00622579908
684	0.006215774087
685	0.006204717433
686	0.006193348662
687	0.006181230477
688	0.00616894755
689	0.006158945173
690	0.006145788973
691	0.006138259441
692	0.006128514236
693	0.006120715599
694	0.006108673196
695	0.006098695804
696	0.006086017542
697	0.006075574529
698	0.006065616947
699	0.006056914925
700	0.006050323299
701	0.006042465558
702	0.006030631937
703	0.006018467311
704	0.006010075403
705	0.005999181606
706	0.005990660324
707	0.005983352075
708	0.005973378217
709	0.005962384985
710	0.005953722392
711	0.005942874578
712	0.005930033155
713	0.005921057218
714	0.005911690046
715	0.005904688028
716	0.005892841326
717	0.005883927563
718	0.005873961545
719	0.005865408667
720	0.005857106064
721	0.005846481632
722	0.005838306212
723	0.005832108769
724	0.005824415681
725	0.005817251334
726	0.005808733069
727	0.005801315081
728	0.005791930246
729	0.005785135312
730	0.00577715325
731	0.005771136442
732	0.005764033725
733	0.005756631561
734	0.005747940269
735	0.005732691433
736	0.005726169236
737	0.005717018806
738	0.005709555846
739	0.005700385973
740	0.005692694402
741	0.005681143865
742	0.005672187463
743	0.005660957559
744	0.005651257985
745	0.005645425745
746	0.005636629749
747	0.00562966503
748	0.005623753929
749	0.00561539463
750	0.005607594127
751	0.0055996916
752	0.005588386006
753	0.005580249236
754	0.005573300667
755	0.005565038772
756	0.005558535652
757	0.005547260616
758	0.005536782949
759	0.005530047813
760	0.005516820753
761	0.005509772419
762	0.005503237945
763	0.005494070152
764	0.005486580426
765	0.005477624088
766	0.005468917707
767	0.005462215508
768	0.005456221503
769	0.005449192619
770	0.005442158359
771	0.005434481652
772	0.005424454183
773	0.005417389531
774	0.005409495807
775	0.005401825331
776	0.005394825141
777	0.005386874033
778	0.005379959321
779	0.005372264145
780	0.005365345718
781	0.00535729173
782	0.00534898927
783	0.005343203457
784	0.00533454384
785	0.005327892455
786	0.005318734792
787	0.005312523123
788	0.005306670925
789	0.00529798505
790	0.005290774113
791	0.00528349512
792	0.005275855508
793	0.005270362995
794	0.005263803972
795	0.005256060484
796	0.005246866598
797	0.005237589096
798	0.005227547999
799	0.005221960987
800	0.005212812723
801	0.005204394099
802	0.005198093449
803	0.00519107013
804	0.005184369388
805	0.005175527238
806	0.005169394014
807	0.005160528419
808	0.005153297461
809	0.005146388251
810	0.005139930847
811	0.005129232195
812	0.005117008411
813	0.005107207326
814	0.005099973397
815	0.005095171317
816	0.00509062977
817	0.005085459057
818	0.005079519431
819	0.005071808108
820	0.00506347432
821	0.00505427231
822	0.005047966614
823	0.005042439184
824	0.005037137511
825	0.00502881622
826	0.005021838143
827	0.005014843247
828	0.005008661482
829	0.0050031864
830	0.004996497941
831	0.004991005462
832	0.004986220864
833	0.004977576873
834	0.004968765379
835	0.004962598643
836	0.004954020512
837	0.004948337668
838	0.004941919858
839	0.004935388465
840	0.004930318225
841	0.004921434114
842	0.004915680915
843	0.004909126525
844	0.004901193808
845	0.004896768804
846	0.004890177821
847	0.004881434068
848	0.004876640277
849	0.004869484949
850	0.004865852455
851	0.004859079471
852	0.004853182853
853	0.004846546451
854	0.0048413391
855	0.004835106002
856	0.004828456933
857	0.004822606881
858	0.004817770672
859	0.004810711489
860	0.004806294729
861	0.004801085035
862	0.004796371021
863	0.004788689448
864	0.004783262269
865	0.004778708855
866	0.004772976134
867	0.00476743637
868	0.004760311697
869	0.004755293624
870	0.004750862042
871	0.004744428414
872	0.004739443702
873	0.004733427682
874	0.004726760064
875	0.004719083356
876	0.004711136288
877	0.004707624137
878	0.004700712328
879	0.00469582726
880	0.004689931739
881	0.004683992085
882	0.004679226168
883	0.004673674967
884	0.00466764663
885	0.004660597564
886	0.004656024572
887	0.004649891849
888	0.004643131578
889	0.004637282453
890	0.004632899638
891	0.004626858468
892	0.004622412906
893	0.004617623222
894	0.004612443656
895	0.004608404845
896	0.004602249567
897	0.004598421642
898	0.004592936577
899	0.004588466283
900	0.004583513558
901	0.00457835161
902	0.004573821523
903	0.004567474616
904	0.00456180524
905	0.004557270153
906	0.004551491029
907	0.004544635241
908	0.004539739793
909	0.004532470701
910	0.004528020038
911	0.004521049066
912	0.004512366668
913	0.004505846579
914	0.004500714679
915	0.004496493492
916	0.00448940974
917	0.004483254647
918	0.004478796968
919	0.004474154196
920	0.004469171415
921	0.004462577038
922	0.004458639194
923	0.004453317867
924	0.00444841608
925	0.004442286567
926	0.004438943633
927	0.004434033575
928	0.004429473508
929	0.004423999811
930	0.004418314411
931	0.004411423754
932	0.004405659936
933	0.004401138125
934	0.004395611887
935	0.004388540076
936	0.004383360501
937	0.004379562574
938	0.004375673874
939	0.004370150616
940	0.004365337154
941	0.00435860882
942	0.004353738822
943	0.004348400311
944	0.004343975995
945	0.004336445195
946	0.004330701229
947	0.004327669694
948	0.004323789617
949	0.004319027901
950	0.004314214992
951	0.004308452336
952	0.004302965282
953	0.004297523378
954	0.004292557367
955	0.004288285862
956	0.004284584103
957	0.004280439903
958	0.004275720541
959	0.004271885988
960	0.004268017161
961	0.004262560484
962	0.00425850853
963	0.004254558781
964	0.004249682757
965	0.004244836237
966	0.00423980294
967	0.00423322203
968	0.004228726673
969	0.004223716098
970	0.004218718077
971	0.004214832188
972	0.004210970292
973	0.004207583369
974	0.004203753386
975	0.004196902189
976	0.004192939776
977	0.004189430615
978	0.004185103636
979	0.004180677523
980	0.004176312555
981	0.004171561174
982	0.004166700381
983	0.004162523529
984	0.004158130458
985	0.004153327001
986	0.004149804352
987	0.00414397187
988	0.004140923948
989	0.004137482774
990	0.004133469199
991	0.004129387819
992	0.004125579256
993	0.00412189926
994	0.004116799415
995	0.004112832962
996	0.004108487772
997	0.004104659539
998	0.004100164014
999	0.004095489799
