연도,행정구역,연앙인구수(천명),재정자립도(%),통계방식변경,제조업종사자수,상용월평균급여(원),문화예술활동(건),대학수(천명당),문화기반시설수(십만명당),전체산업종사자수(천명당),기업규모구조,지역내총생산(십억원)
2024,광주광역시,1409.318,40.72,1.0,80250.0,3760465.0,1510.0,0.012772135174602184,6.244154974249957,477.96239031928917,366.63554193654704,54836.685
2024,대구광역시,2361.0815,44.34,1.0,159551.0,3740567.0,2708.0,0.005505951404049374,4.320054178561817,432.5331421215236,663.1653671510096,74524.312
2024,대전광역시,1435.455,41.66,1.0,66618.0,3983909.0,1551.0,0.013932864492443164,4.319187992657381,491.88236482509035,350.1020006302446,56299.352
2024,부산광역시,3266.012,45.13,1.0,210397.0,3905955.0,3087.0,0.007348411457153249,4.40904687429195,478.8573955025272,840.3733633009667,121066.923
2024,서울특별시,9288.119,73.95,1.0,237097.0,4935566.0,16741.0,0.00958213390676842,5.049461575589201,621.4881613812225,1892.3385401039006,575035.349
2024,세종특별자치시,387.7755,57.53,1.0,24037.0,4331934.0,424.0,0.01031524683740979,6.704910444316363,443.5581928203303,81.425618069081,17360.795
2024,울산광역시,1097.533,46.25,1.0,180998.0,4837019.0,685.0,0.0054668060094776195,4.5556716745646835,517.6217936043837,225.59907917874622,93956.099
2024,인천광역시,2993.6575,49.6,1.0,242091.0,3981929.0,1841.0,0.0033403954861235797,4.409322041683125,424.78473238839115,774.3428021778619,125591.891
2024,전라남도,1792.325,24.4,1.0,128939.0,4034870.0,1438.0,0.010600756001283249,13.390428633199894,501.9201316725482,504.4746843611189,103970.897
2024,전북특별자치도,1741.636,23.51,1.0,119854.0,3736595.0,1839.0,0.01148345578525019,10.794448438135179,469.1893139553845,537.9726103992256,66792.381
2024,제주특별자치도,669.051,34.01,1.0,12905.0,3501134.0,1053.0,0.005978617474602085,18.832645044996568,494.2851890214647,202.65223847451784,26928.491
2024,충청남도,2126.6115,32.35,1.0,314597.0,4680157.0,1832.0,0.01128555921003907,9.357609511657394,527.2871890328817,545.0995320542032,150681.268
2024,충청북도,1587.7145,30.43,1.0,228821.0,3956021.0,1313.0,0.011337050836280704,8.943673437510332,542.86208257215,383.5044050480909,91794.456
