연도,행정구역,연앙인구수(명),연앙인구수(천명),지역내총생산,재정자립도(%),통계방식변경,전체산업사업체수,전체산업종사자수,제조업종사자수,상용월평균급여(원),학교수,문화기반시설수,문화예술활동(건),19세,20~24세,25~29세,30~34세,35~39세
2023,경상남도,3255461.0,3255.461,139276635.0,33.67,1.0,399164.0,1547788.0,413205.0,3940613.0,23.0,233.0,2517.0,23525.0,141817.0,162056.0,166018.0,175741.0
2023,경상북도,2558213.5,2558.2135,127412315.0,25.34,1.0,336555.0,1263352.0,320444.0,3959529.0,38.0,224.0,1496.0,22756.0,123412.0,126311.0,124782.0,128072.0
2023,광주광역시,1420562.0,1420.562,51423328.0,42.32,1.0,173424.0,678748.0,82335.0,3731141.0,18.0,88.0,1657.0,15676.0,93074.0,100403.0,88623.0,83471.0
2023,대구광역시,2372562.0,2372.562,72359049.0,47.38,1.0,285388.0,1028785.0,164964.0,3588057.0,13.0,102.0,2569.0,22331.0,131101.0,146714.0,142239.0,131156.0
2023,대전광역시,1438846.0,1438.846,53317422.0,42.32,1.0,167782.0,709610.0,66422.0,3886943.0,20.0,62.0,1421.0,19230.0,103006.0,108881.0,96885.0,86500.0
2023,부산광역시,3291326.0,3291.326,116365537.0,45.96,1.0,401008.0,1555085.0,205191.0,3772199.0,23.0,144.0,3047.0,29200.0,174252.0,200255.0,196433.0,181660.0
2023,서울특별시,9334933.5,9334.9335,553011544.0,75.37,1.0,1177287.0,5800617.0,241919.0,4784452.0,88.0,469.0,15548.0,84916.0,542883.0,775262.0,743207.0,619843.0
2023,세종특별자치시,384276.5,384.2765,16740013.0,57.19,1.0,34099.0,163650.0,23411.0,4096606.0,4.0,26.0,437.0,4319.0,20280.0,20100.0,26435.0,31107.0
2023,울산광역시,1103825.0,1103.825,89412238.0,49.81,1.0,116666.0,551628.0,171192.0,4716772.0,6.0,50.0,685.0,8051.0,49978.0,66163.0,67487.0,66381.0
2023,인천광역시,2966979.0,2966.979,117658396.0,52.43,1.0,322297.0,1258759.0,246065.0,3798573.0,10.0,132.0,1712.0,25335.0,148494.0,197336.0,206667.0,190817.0
2023,전국,51145884.5,51145.8845,,,,,,,,,,,463895.0,2715480.0,3310331.0,3273995.0,3076302.0
2023,전라남도,1806802.0,1806.802,98793381.0,23.86,1.0,243020.0,888352.0,129241.0,3956912.0,19.0,240.0,1408.0,12003.0,74844.0,86258.0,79953.0,81646.0
2023,전북특별자치도,1757041.0,1757.041,63751865.0,23.81,1.0,239757.0,799091.0,120105.0,3595663.0,20.0,188.0,1901.0,17096.0,97500.0,95258.0,84470.0,83756.0
2023,제주특별자치도,673099.0,673.099,26094554.0,33.32,1.0,99122.0,328773.0,12966.0,3362104.0,4.0,126.0,1170.0,4955.0,30397.0,37359.0,37639.0,37921.0
2023,충청남도,2119950.5,2119.9505,141759598.0,33.62,1.0,276134.0,1100749.0,311475.0,4028341.0,24.0,199.0,1549.0,23639.0,114831.0,116044.0,120101.0,124502.0
2023,충청북도,1589702.0,1589.702,87591806.0,32.1,1.0,203356.0,845108.0,227470.0,3836045.0,18.0,142.0,1176.0,16642.0,91106.0,98351.0,93858.0,89684.0
2024,강원특별자치도,1517359.5,1517.3595,64615611.0,25.22,1.0,214203.0,751263.0,62173.0,3659521.0,17.0,247.0,1767.0,13490.0,77733.0,80537.0,80115.0,73641.0
2024,경기도,13598221.5,13598.2215,651417234.0,55.09,1.0,1604724.0,6269495.0,1360933.0,4401527.0,78.0,622.0,5453.0,111011.0,663835.0,871011.0,948550.0,882511.0
2024,경상남도,3229883.0,3229.883,151241350.0,33.63,1.0,403774.0,1557690.0,412477.0,4113065.0,21.0,233.0,2743.0,21188.0,131838.0,156211.0,167753.0,168782.0
2024,경상북도,2535499.0,2535.499,134698401.0,24.56,1.0,344568.0,1283224.0,317918.0,4175761.0,37.0,224.0,1433.0,20579.0,115516.0,122422.0,125646.0,123466.0
2024,광주광역시,1409318.0,1409.318,54836685.0,40.72,1.0,175238.0,673601.0,80250.0,3760465.0,18.0,88.0,1510.0,14346.0,87321.0,96776.0,91032.0,79743.0
2024,대구광역시,2361081.5,2361.0815,74524312.0,44.34,1.0,286841.0,1021246.0,159551.0,3740567.0,13.0,102.0,2708.0,20255.0,123013.0,140254.0,144552.0,130333.0
2024,대전광역시,1435455.0,1435.455,56299352.0,41.66,1.0,172209.0,706075.0,66618.0,3983909.0,20.0,62.0,1551.0,17871.0,98569.0,106488.0,100001.0,85607.0
2024,부산광역시,3266012.0,3266.012,121066923.0,45.13,1.0,402419.0,1563954.0,210397.0,3905955.0,24.0,144.0,3087.0,26785.0,164242.0,190546.0,197837.0,177548.0
2024,서울특별시,9288119.0,9288.119,575035349.0,73.95,1.0,1176066.0,5772456.0,237097.0,4935566.0,89.0,469.0,16741.0,77799.0,522594.0,752512.0,760553.0,613572.0
2024,세종특별자치시,387775.5,387.7755,17360795.0,57.53,1.0,36117.0,172001.0,24037.0,4331934.0,4.0,26.0,424.0,4103.0,20033.0,19442.0,26670.0,30234.0
2024,울산광역시,1097533.0,1097.533,93956099.0,46.25,1.0,116775.0,568107.0,180998.0,4837019.0,6.0,50.0,685.0,7478.0,47095.0,64459.0,68312.0,64619.0
2024,인천광역시,2993657.5,2993.6575,125591891.0,49.6,1.0,328929.0,1271660.0,242091.0,3981929.0,10.0,132.0,1841.0,23383.0,142028.0,191697.0,214179.0,192374.0
2024,전국,51037252.5,51037.2525,,,,,,,,,,,425636.0,2579629.0,3214861.0,3353696.0,3028361.0
2024,전라남도,1792325.0,1792.325,103970897.0,24.4,1.0,253206.0,899604.0,128939.0,4034870.0,19.0,240.0,1438.0,10266.0,69515.0,84588.0,82877.0,78696.0
2024,전북특별자치도,1741636.0,1741.636,66792381.0,23.51,1.0,252411.0,817157.0,119854.0,3736595.0,20.0,188.0,1839.0,15725.0,90731.0,91785.0,86910.0,80797.0
2024,제주특별자치도,669051.0,669.051,26928491.0,34.01,1.0,100168.0,330702.0,12905.0,3501134.0,4.0,126.0,1053.0,4473.0,28706.0,35505.0,38543.0,36387.0
2024,충청남도,2126611.5,2126.6115,150681268.0,32.35,1.0,287424.0,1121335.0,314597.0,4680157.0,24.0,199.0,1832.0,21621.0,111087.0,115597.0,122834.0,122517.0
2024,충청북도,1587714.5,1587.7145,91794456.0,30.43,1.0,208190.0,861910.0,228821.0,3956021.0,18.0,142.0,1313.0,15263.0,85773.0,95031.0,97332.0,87534.0
2025,강원특별자치도,,,,25.72,,,,,3791133.0,17.0,,,,,,,
2025,경기도,,,,55.72,,,,,4567303.0,78.0,,,,,,,
2025,경상남도,,,,34.3,,,,,4260901.0,21.0,,,,,,,
2025,경상북도,,,,24.35,,,,,4352224.0,36.0,,,,,,,
2025,광주광역시,,,,39.75,,,,,3803788.0,18.0,,,,,,,
2025,대구광역시,,,,41.91,,,,,3896682.0,13.0,,,,,,,
2025,대전광역시,,,,41.06,,,,,4110608.0,20.0,,,,,,,
2025,부산광역시,,,,42.73,,,,,4051622.0,24.0,,,,,,,
2025,서울특별시,,,,73.62,,,,,5135557.0,89.0,,,,,,,
2025,세종특별자치시,,,,54.3,,,,,4413048.0,4.0,,,,,,,
2025,울산광역시,,,,46.07,,,,,5044661.0,6.0,,,,,,,
2025,인천광역시,,,,49.17,,,,,4228879.0,10.0,,,,,,,
2025,전라남도,,,,23.66,,,,,4250496.0,19.0,,,,,,,
2025,전북특별자치도,,,,23.64,,,,,3815150.0,20.0,,,,,,,
2025,제주특별자치도,,,,33.07,,,,,3575691.0,4.0,,,,,,,
2025,충청남도,,,,32.22,,,,,4812230.0,24.0,,,,,,,
2025,충청북도,,,,31.83,,,,,4068182.0,18.0,,,,,,,
